county_state,total_cases,total_fatalities,death_rate,total_tests,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,state,county,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84
"Kankakee County, Illinois",3388.0,80.0,0.023612750885478158,64994,676.498,0.11699999999999999,108902,102509,6393,40050,2925,1822,4199,3228,5055,8038,5548,6014,1819,1402,57981,71986,27164,53860,39516,111061,11317,80148,16543,198,1054,0,120,1681,111061,54615,56446,6620,7211,7433,8489,8489,13385,13198,14203,7709,6715,9911,5150,2548,37.6,2.361275088547816,3.0505758096901703,58.52099296782849,164.17047796150172,Illinois,Kankakee,3,8946,8283,30815,7833,17229,13586,1999,64825,38538,7698,93452,17609,51627,35110,21776,0.9412958439698076,0.05870415603019227,0.07303370786516854,0.045493133583021234,0.10484394506866417,0.0805992509363296,0.12621722846441946,0.20069912609238447,0.13852684144818975,0.15016229712858925,0.04541822721598002,0.035006242197253436,0.10189895642934964,0.7216574675178505,0.14895417833442884,0.0017828040446241254,0.009490280116332466,0.0,0.0010804872997721973,0.015135826257642197,0.4917567823088213,0.5082432176911788,0.05960688270409955,0.06492828265547762,0.06692718416005619,0.07643547239805153,0.07643547239805153,0.12051935422875718,0.11883559485327885,0.12788467598887102,0.06941230494953224,0.060462268483085876,0.08923924690035206,0.04637091328189013,0.022942346998496326,0.22337078651685394,0.20681647940074907,0.7694132334581772,0.1955805243445693,0.430187265917603,0.3392259675405743,0.017999117602038518,0.5836882433977724,0.34699849632184115,0.06931326028038645,0.8414474928192615,0.15855250718073852,0.4648526485444936,0.316132575791682,0.19607242866532806
"Kendall County, Illinois",2670.0,30.0,0.011235955056179777,43689,320.259,0.086,124288,118797,5491,40407,909,711,1279,2055,3891,6677,7027,10151,3973,3734,91764,104526,34423,64213,48517,124626,22616,87623,8184,108,4132,0,15,1948,124626,61761,62865,8881,11024,10401,9227,6959,15938,20347,17669,7066,5212,7620,3041,1241,34.9,1.1235955056179776,2.1424100909922488,35.05608781474171,389.1412887694023,Illinois,Kendall,2,2899,5946,22549,14124,8845,13704,2071,82777,37567,4282,112724,11902,62430,45082,15873,0.9558203527291452,0.04417964727085479,0.022496102160516743,0.017595961095849728,0.031652931422773284,0.050857524686316734,0.0962951963768654,0.1652436459029376,0.17390551142128838,0.2512188482193679,0.09832454772687899,0.0924097309872052,0.18147096111565805,0.7030876382135349,0.06566848009243657,0.0008665928457946175,0.03315520035947555,0.0,0.00012036011747147464,0.01563076725562884,0.4955707476770497,0.5044292523229502,0.07126121355094442,0.08845666233370242,0.08345770545472052,0.07403752026061977,0.05583907049893281,0.12788663681735754,0.16326448734613966,0.1417761943735657,0.056697639336895984,0.041821128817421734,0.06114293967550913,0.024401007815383628,0.00995779371880667,0.07174499467913975,0.1471527210631821,0.5580468730665479,0.3495433959462469,0.21889771574232186,0.33914915732422596,0.016617720218894932,0.6642032962624171,0.30143790220339256,0.0343588015341903,0.9044982587903004,0.09550174120969944,0.5009388089162775,0.36173832105660136,0.12736507630831448
"Knox County, Illinois",1299.0,16.0,0.012317167051578136,23808,716.439,0.109,48258,45551,2707,20830,1563,1652,2650,2376,3361,3830,2405,2058,551,384,43709,58735,24681,43165,31979,50999,2875,42325,4349,25,509,0,130,786,50999,25743,25256,2750,2558,3066,3426,3666,5708,5801,6371,3471,3803,5701,3275,1403,42.1,1.2317167051578135,2.5471087668385657,46.683268299378426,71.18400868741094,Illinois,Knox,2,5865,5737,17837,2609,11602,6235,941,26975,19346,4678,40620,10379,21174,15643,12779,0.9439056736706868,0.05609432632931328,0.07503600576092175,0.07930868939030243,0.12722035525684108,0.114066250600096,0.1613538166106577,0.18386941910705712,0.11545847335573693,0.09879980796927508,0.026452232357177148,0.01843494959193471,0.0563736543853801,0.8299182336908567,0.08527618188591933,0.0004902056903076531,0.009980587854663816,0.0,0.0025490695895997962,0.015412066903272613,0.5047746034235966,0.4952253965764034,0.05392262593384184,0.05015784623227906,0.06011882585933057,0.06717778779976077,0.07188376242671425,0.11192376321104336,0.11374732837898782,0.12492401811800233,0.06806015804231455,0.07457008960960017,0.1117865056177572,0.06421694543030255,0.02751034334006549,0.2815650504080653,0.2754200672107537,0.8563130100816131,0.12525204032645226,0.556985117618819,0.2993278924627941,0.018451342183180064,0.5289319398419576,0.3793407713876743,0.09172728877036804,0.7964862056118748,0.20351379438812525,0.41518461146296987,0.3067315045393047,0.25057354065766
"Lake County, Illinois",20630.0,510.0,0.024721279689772176,319032,443.941,0.076,687874,639566,48308,244672,9827,6141,15277,15901,23559,37750,29869,43197,24368,38783,86244,123830,44287,64865,50445,703619,150590,437597,46334,874,52499,308,1265,14152,703619,351343,352276,41245,46814,53083,54971,50498,77870,89060,103477,50948,42584,55222,25780,12067,38.2,2.472127968977217,2.9319844972918583,45.34158401066486,1584.9380886198844,Illinois,Lake,2,31245,39460,138324,67565,70705,67619,16599,413541,252231,37847,610550,93069,324481,243485,123586,0.9297720222017404,0.07022797779825958,0.04016397462725608,0.02509890792571279,0.062438693434475535,0.06498904656029296,0.09628809181271253,0.15428818990321738,0.12207772037666755,0.17655064739733195,0.09959455924666492,0.15851016871566834,0.21402207728898734,0.6219232283380637,0.06585097900994714,0.0012421495155759009,0.07461282313297396,0.00043773690022583245,0.0017978479830703831,0.020113157831155783,0.4993369991430021,0.5006630008569979,0.05861837159030669,0.06653316638692247,0.07544281777496059,0.07812608812439686,0.07176895450520808,0.11067068967722588,0.1265741829029631,0.14706396501515734,0.07240850517112242,0.060521390127327435,0.07848281527360687,0.03663914703838299,0.01714990641241922,0.12770157598744442,0.1612771383730055,0.5653446246403349,0.2761452066439969,0.2889787143604499,0.2763659102798849,0.023590892230027898,0.5877342709619837,0.3584766755872141,0.05378905345080221,0.8677281312755909,0.1322718687244091,0.4611600880590206,0.3460466530892429,0.1756433524393173
"LaSalle County, Illinois",2408.0,63.0,0.02616279069767442,39566,1135.185,0.12,107246,101963,5283,44644,2526,2161,4607,4688,6161,8760,5741,6648,2008,1344,56243,70670,29093,54035,35253,110401,10473,94724,2678,224,860,21,14,1407,110401,55400,55001,6126,6278,7131,6870,6583,13459,12871,14856,8461,7807,10688,6123,3148,41.8,2.6162790697674416,2.181139663590004,35.83844349235967,97.25375159115036,Illinois,LaSalle,2,9294,10849,34644,8656,20143,14501,1666,59318,41812,9271,90442,19959,46447,36188,24618,0.9507394215168864,0.04926057848311359,0.0565809515276409,0.048405160827882814,0.10319415822954932,0.10500851178209837,0.13800286712660156,0.1962189767941941,0.1285951079652361,0.14891138786847058,0.04497804856195682,0.0301048293163695,0.09486327116602204,0.8579994746424399,0.024257026657367238,0.002028967128920934,0.0077897845128214425,0.00019021566833633756,0.00012681044555755834,0.012744449778534615,0.5018070488491952,0.4981929511508048,0.055488627820400184,0.056865426943596524,0.06459180623363919,0.062227697212887574,0.059628083078957624,0.12191012762565555,0.1165840889122381,0.1345639985145062,0.07663879856160723,0.07071493917627558,0.0968107172942274,0.05546145415349499,0.028514234472513836,0.20818027058507305,0.24301137890869995,0.7760057342532031,0.1938894364304274,0.451191649493773,0.3248140847594301,0.015090443021349443,0.5372958578273748,0.3787284535466165,0.08397568862600882,0.8192135940797638,0.18078640592023626,0.4207117689151366,0.32778688598835154,0.222987110623998
"Lawrence County, Illinois",333.0,8.0,0.024024024024024024,6602,372.17800000000005,0.175,13825,12744,1081,6144,342,277,790,829,1117,963,861,681,210,74,45654,58908,22099,48816,32244,16189,616,13711,1440,34,43,0,10,335,16189,8919,7270,840,901,876,810,1058,2350,2255,2187,1163,978,1455,951,365,41.0,2.4024024024024024,2.056952251528816,40.780777070850576,43.49800364341793,Illinois,Lawrence,2,1409,1946,5179,891,3355,1824,379,9090,5783,1316,13418,2771,6835,5605,3384,0.9218083182640144,0.07819168173598554,0.0556640625,0.04508463541666666,0.12858072916666666,0.13492838541666666,0.18180338541666666,0.15673828125,0.14013671875,0.11083984375,0.0341796875,0.012044270833333334,0.038050528136388914,0.8469331027240719,0.08894928655259744,0.0021001914880474397,0.0026561245290011733,0.0,0.0006177033788374823,0.02069306319105565,0.5509296435851504,0.4490703564148496,0.05188708382234851,0.05565507443325715,0.054110815986163435,0.050033973685836064,0.06535301748100562,0.14516029402680833,0.13929211192785226,0.13509172895175736,0.07183890295879919,0.06041139045030576,0.08987584162085367,0.05874359132744456,0.0225461733275681,0.2293294270833333,0.3167317708333333,0.8429361979166666,0.14501953125,0.5460611979166666,0.296875,0.023410958057940582,0.5614923713632713,0.357217863981716,0.08128976465501267,0.8288343937241337,0.17116560627586633,0.4222002594354191,0.3462227438384088,0.209030823398604
"Lee County, Illinois",710.0,2.0,0.0028169014084507052,10653,724.8439999999997,0.06,31497,30085,1412,13699,758,636,1262,1636,1746,2636,2087,1652,798,488,57901,72909,29249,51845,37368,34527,2077,29847,1754,92,210,62,35,450,34527,18326,16201,1742,2181,1703,1900,2034,4177,4276,4905,2799,2426,3504,2053,827,43.4,0.2816901408450705,2.0563616879543547,30.854114171517946,47.633697733581315,Illinois,Lee,2,2656,3382,10761,2450,6038,4723,639,18013,13634,2880,28143,6384,13737,11980,7983,0.955170333682573,0.044829666317427054,0.0553325060223374,0.046426746477845095,0.09212351266515804,0.11942477553106065,0.1274545587269144,0.1924228045842762,0.15234688663406087,0.1205927439959121,0.05825242718446603,0.0356230381779692,0.060155820082833725,0.8644539056390651,0.05080082254467518,0.002664581342138037,0.006082196541836824,0.0017956961218756336,0.0010136994236394708,0.01303327830393605,0.5307730182176268,0.4692269817823732,0.05045326845657022,0.06316795551307673,0.0493237176702291,0.055029397283285535,0.05891041793379095,0.12097778550120195,0.1238451067280679,0.14206273351290294,0.08106699105048222,0.07026385147855302,0.1014857937266487,0.0594607119066238,0.023952269238566918,0.19388276516534053,0.24687933425797506,0.7855317906416527,0.17884517118037813,0.4407620994233156,0.3447696912183371,0.018507255191589196,0.5217076490862224,0.3948793697685869,0.08341298114519073,0.8151012251281605,0.18489877487183945,0.3978625423581545,0.3469748312914531,0.23121035711182555
"Livingston County, Illinois",632.0,10.0,0.015822784810126583,17423,1043.627,0.1,34107,32381,1726,14320,746,616,1804,1643,1622,2612,2046,2270,574,387,56200,70341,28236,51805,32623,36324,1627,32418,1420,0,278,0,2,579,36324,18614,17710,1979,2074,2243,2311,2197,4411,4118,5022,2747,2560,3572,1906,1184,42.0,1.5822784810126582,1.7398964871710163,47.96553243034907,34.80553876049586,Illinois,Livingston,1,3166,3265,11089,2844,6431,4658,581,19333,13901,3090,29662,6662,15215,11887,8038,0.949394552437916,0.05060544756208403,0.052094972067039114,0.043016759776536316,0.1259776536312849,0.11473463687150838,0.113268156424581,0.1824022346368715,0.14287709497206705,0.1585195530726257,0.04008379888268157,0.02702513966480447,0.04479132254157031,0.8924677898909812,0.03909261094593106,0.0,0.0076533421429358,0.0,5.506001541680432e-05,0.01593987446316485,0.5124435634841977,0.4875564365158022,0.05448188525492787,0.057097235987226075,0.061749807289946036,0.0636218478141174,0.06048342693535954,0.12143486400176193,0.11336857174320007,0.13825569871159565,0.07562493117498073,0.07047681973350953,0.0983371875344125,0.05247219469221452,0.032595529126748166,0.22108938547486034,0.22800279329608936,0.7743715083798882,0.19860335195530726,0.4490921787709497,0.32527932960893857,0.015994934478581652,0.532237639026539,0.3826946371544984,0.08506772381896267,0.8165950886466248,0.1834049113533752,0.4188690672833389,0.32724920162977644,0.2212862019601365
"Logan County, Illinois",590.0,4.0,0.006779661016949152,18343,618.071,0.126,25891,24585,1306,10872,486,451,907,1142,1572,2439,1520,1524,505,326,57899,72129,27187,50299,37114,29207,1000,25266,1833,41,218,2,24,823,29207,14183,15024,1565,1372,1652,1993,2180,3821,3703,3727,2119,1918,2708,1368,1081,40.4,0.6779661016949152,2.020063683363577,62.803437532098464,47.25508881665698,Illinois,Logan,2,1844,2714,8517,2029,4558,3959,890,16286,10472,2449,24050,5157,12583,9549,5994,0.9495577613842648,0.0504422386157352,0.04470198675496689,0.04148270787343635,0.08342531272994849,0.10504047093451067,0.1445916114790287,0.22433774834437087,0.13980868285504047,0.1401766004415011,0.046449595290654885,0.029985283296541574,0.0342383675146369,0.865066593624816,0.06275892765432944,0.001403773068100113,0.007463964118190843,6.847673502927379e-05,0.0008217208203512858,0.028178176464546168,0.4856027664600952,0.5143972335399049,0.05358304516040675,0.04697504023008183,0.056561783134180164,0.06823706645667135,0.07463964118190845,0.1308248022734276,0.12678467490670045,0.12760639572705176,0.07255110076351559,0.06566918889307358,0.09271749922963674,0.04683808676002328,0.037011675283322484,0.16961000735835172,0.24963208241353935,0.7833885209713024,0.186626195732156,0.4192420897718911,0.3641464311994113,0.030472147088026844,0.5576060533433765,0.35854418461327764,0.08384976204334578,0.8234327387270175,0.1765672612729825,0.4308213784366761,0.3269421713972678,0.2052247748827336
"Macon County, Illinois",3055.0,52.0,0.01702127659574468,52726,580.576,0.168,104085,99018,5067,44113,3452,2449,5256,4571,6159,7933,5639,5185,1907,1562,50444,68106,28925,52470,37732,106512,2366,81459,15185,273,1154,7,164,5904,106512,51062,55450,6553,6492,6674,6792,6771,12624,12164,13027,7508,7728,11060,6494,2625,41.3,1.702127659574468,2.8682214210605377,49.50240348505333,183.4591853607452,Illinois,Macon,2,11157,10730,35459,7092,21887,13572,6348,58070,39323,9119,86333,20179,45906,32699,25282,0.951318633808906,0.04868136619109382,0.07825357604334324,0.05551651440618412,0.1191485503139664,0.10362024799945596,0.13961870650375172,0.17983360914016278,0.12783079817740806,0.117539047446331,0.043229886881418184,0.0354090630879786,0.022213459516298637,0.7647870662460567,0.1425660958389665,0.0025630914826498424,0.01083445996695208,6.572029442691903e-05,0.0015397326122878173,0.055430374042361424,0.4794013820039056,0.5205986179960943,0.06152358419708578,0.060950878774222624,0.06265960642932251,0.06376746282109058,0.06357030193780983,0.11852185669220368,0.11420309448700615,0.12230546792849632,0.07048971007961544,0.07255520504731862,0.10383806519453208,0.06096965600120175,0.02464511041009464,0.2529186407634937,0.2432389545032077,0.8038220025842722,0.1607689343277492,0.4961575952667015,0.3076644073175708,0.059598918431725996,0.5451967853387412,0.3691884482499624,0.08561476641129638,0.8105471683941715,0.1894528316058285,0.43099369085173495,0.3069982724951179,0.2373629262430524
"Macoupin County, Illinois",807.0,11.0,0.013630731102850062,22308,862.92,0.115,45206,43224,1982,18772,1095,883,2081,2060,2732,3272,2629,2700,764,556,53778,67689,28050,50655,38635,45719,536,43966,422,77,213,3,8,494,45719,22602,23117,2272,2658,3071,2849,2526,5025,5413,6183,3403,3563,4843,2639,1274,43.6,1.3630731102850062,1.7651304709201865,48.79371814781601,52.9817364297965,Illinois,Macoupin,1,4059,4792,14752,3464,8851,5901,582,23814,17992,3913,36963,8756,18401,14999,11045,0.9561562624430384,0.04384373755696146,0.058331557639036864,0.047038141913488166,0.11085659492861707,0.10973790752184104,0.14553590453867465,0.1743021521414873,0.14004900916258256,0.1438312380140635,0.040698913275090565,0.029618580865118264,0.01172379098405477,0.9616570791137165,0.009230298125505808,0.0016842013167392114,0.004658894551499378,6.561823311970952e-05,0.0001749819549858921,0.010805135720378835,0.4943677683238916,0.5056322316761084,0.04969487521599335,0.058137754544062635,0.06717119797020933,0.062315448719350824,0.05525055228679542,0.10991054047551346,0.11839716529232926,0.13523917845972133,0.07443294910212385,0.07793258820184168,0.10592970099958443,0.05772217240097115,0.027865876331503312,0.2162262944811421,0.25527381206051564,0.7858512678457277,0.18453015128915407,0.4715001065416578,0.3143511613040699,0.012729937225223649,0.5208775345042542,0.3935344167632713,0.08558804873247447,0.8084822502679411,0.19151774973205887,0.4024803692119249,0.3280692928541744,0.24158446160239724
"Madison County, Illinois",7151.0,154.0,0.021535449587470282,98208,716.049,0.102,263088,249528,13560,107413,6629,4944,10189,10547,13929,20597,14012,16166,6124,4276,57890,74862,30802,56343,42130,265670,8485,226512,22318,482,2592,57,120,5104,265670,129718,135952,15516,16234,16822,16289,15891,35938,32208,35683,19378,17964,24316,13264,6167,40.1,2.153544958747028,2.6916851733353404,36.96616102683781,371.0220948566369,Illinois,Madison,2,21762,24476,80847,22290,46238,34609,5763,148898,97341,19431,221923,43747,116690,87269,55544,0.9484583105272759,0.051541689472723966,0.06171506242261179,0.046027948199938565,0.09485816428179084,0.09819109418785436,0.12967704095407445,0.1917551879195256,0.13044975934011713,0.150503197936935,0.057013583085846226,0.039808961671306084,0.03193811871871118,0.8526066172319042,0.08400647419731246,0.0018142808747694508,0.009756464787141943,0.0002145518876802048,0.0004516881845899048,0.019211804117890616,0.4882673994052773,0.5117326005947228,0.05840328226747469,0.061105883238604275,0.06331915534309482,0.06131290698987465,0.05981480784431814,0.13527308314826664,0.12123310874393045,0.1343132457560131,0.0729401136748598,0.06761772123310875,0.09152708247073436,0.04992660067000414,0.023213008619716192,0.2026011749043412,0.22786813514192886,0.7526742573059126,0.20751678102278126,0.43046931004627004,0.32220494725964266,0.021692325064930174,0.5604622275755636,0.366398163134716,0.07313960928972033,0.8353333082395453,0.1646666917604547,0.4392291188316333,0.3284864681748033,0.20907140437384725
"Marion County, Illinois",1012.0,19.0,0.018774703557312245,18636,572.451,0.135,37387,34944,2443,15913,1175,854,2248,1910,2304,3144,1924,1713,402,239,46102,58895,24727,43976,34395,38084,748,34772,1328,86,264,0,73,813,38084,18726,19358,2399,2636,2272,2172,2228,4546,4221,4869,2824,2656,3986,2166,1109,42.1,1.8774703557312244,2.6572838987501317,48.93393551097574,66.52796483891197,Illinois,Marion,2,4277,4214,13559,2115,8491,5068,972,20474,14335,3275,30823,7261,16253,11914,8808,0.9346564313798914,0.0653435686201086,0.07383899956010809,0.053666813297304085,0.14126814554138126,0.12002765034877146,0.14478728083956513,0.19757431031232325,0.1209074341733174,0.1076478351033746,0.02526236410481996,0.01501916671903475,0.0196407940342401,0.913034345131814,0.034870286734586704,0.00225816615901691,0.006932044953261211,0.0,0.0019168154605608652,0.02134754752652032,0.4917025522529146,0.5082974477470854,0.06299233273815777,0.0692154185484718,0.05965759899170255,0.05703182438819453,0.058502258166159025,0.11936771347547527,0.11083394601407416,0.12784896544480626,0.07415187480306691,0.06974057346917341,0.10466337569583027,0.05687427791198404,0.029119840352904106,0.2687739583987934,0.2648149311883366,0.8520706340727707,0.13291019920819455,0.53358888958713,0.31848174448564065,0.025522529146098098,0.5376010923222351,0.3764047894128768,0.08599411826488815,0.8093425060392816,0.1906574939607184,0.4267671463081609,0.3128347862619473,0.2312782270769877
"Marshall County, Illinois",156.0,3.0,0.019230769230769232,5653,386.82300000000004,0.099,11526,11095,431,4893,249,271,517,439,697,1018,632,794,166,110,55901,68641,29827,52636,35313,11794,360,11177,46,11,37,18,0,145,11794,5874,5920,651,547,755,664,654,1167,1268,1565,933,911,1428,798,453,46.3,1.9230769230769231,1.3227064609123282,47.931151432932,30.489396959332822,Illinois,Marshall,1,1037,1136,3823,960,2173,1650,174,5706,4837,1251,9115,2679,4438,3766,3137,0.9626062814506332,0.03739371854936665,0.050889025137952175,0.055385244226445945,0.10566114857960353,0.0897200081749438,0.1424483956672798,0.20805231964030246,0.12916411199673006,0.16227263437563866,0.03392601675863478,0.022481095442468832,0.030523995251822963,0.9476852636934034,0.0039002882821773774,0.0009326776326945904,0.0031371884008818047,0.001526199762591148,0.0,0.012294386976428692,0.4980498558589113,0.5019501441410887,0.055197558080379856,0.046379515007631,0.06401560115312871,0.05629981346447345,0.05545192470747838,0.0989486179413261,0.10751229438697643,0.13269459046973034,0.07910802102764118,0.07724266576225199,0.12107851449889775,0.06766152280820756,0.038409360691877226,0.21193541794400164,0.2321684038422236,0.7813202534232577,0.19619865113427346,0.4441038217862252,0.3372164316370325,0.014753264371714432,0.4838053247413939,0.4101237917585213,0.10607088350008477,0.7728506020010175,0.2271493979989825,0.3762930303544175,0.319314905884348,0.2659827030693573
"Mason County, Illinois",305.0,1.0,0.003278688524590164,6159,539.306,0.071,13572,12926,646,6027,306,363,774,804,959,1210,598,696,166,151,45596,61524,27111,48059,34635,13778,147,13308,130,14,27,0,1,151,13778,6838,6940,679,737,882,848,683,1410,1589,1881,1194,883,1646,891,455,45.3,0.3278688524590164,2.213673973000436,44.70169835970388,25.547648273892737,Illinois,Mason,2,1443,1763,5014,862,3206,1808,166,6828,5604,1346,10786,2992,5239,4664,3420,0.952402004126142,0.047597995873857935,0.0507715281234445,0.06022896963663514,0.12842210054753608,0.1333997013439522,0.15911730545876887,0.20076323212211716,0.09922017587522812,0.11548033847685416,0.027542724406835903,0.02505392400862784,0.010669182755116855,0.965887646973436,0.009435331688198578,0.001016112643344462,0.00195964581216432,0.0,7.257947452460445e-05,0.01095950065321527,0.4962984467992452,0.5037015532007548,0.049281463202206416,0.05349107272463347,0.06401509653070113,0.061547394396864574,0.049571781100304836,0.10233705907969226,0.11532878501959645,0.13652199158078096,0.0866598925823777,0.06408767600522572,0.11946581506749893,0.06466831180142256,0.03302366090869502,0.2394225983076157,0.2925170068027211,0.8319230131076821,0.14302306288369007,0.5319396051103368,0.2999834079973453,0.012048192771084338,0.4955726520539992,0.4067353752358833,0.09769197271011758,0.7828422122223835,0.2171577877776165,0.38024386703440266,0.33851066918275513,0.2482218028741472
"Massac County, Illinois",154.0,2.0,0.012987012987012988,3374,237.218,0.142,14192,13554,638,6011,422,494,842,752,781,1113,832,549,119,107,42604,56495,23768,45944,32330,14430,404,12765,901,7,22,0,0,331,14430,6794,7636,762,1210,760,731,729,1545,1759,1865,970,1059,1619,1087,334,43.8,1.2987012987012987,1.0672210672210671,23.38184338184338,60.830122503351355,Illinois,Massac,1,1758,1533,5236,668,3291,1945,338,7496,5513,1421,11390,3040,5737,4594,3765,0.9550450958286358,0.04495490417136415,0.07020462485443353,0.08218266511395775,0.14007652636832474,0.12510397604391948,0.12992846448178338,0.18516053901181168,0.13841290966561304,0.09133255697887206,0.01979703876226917,0.01780069871901514,0.027997227997228,0.8846153846153846,0.06243936243936244,0.00048510048510048515,0.0015246015246015243,0.0,0.0,0.022938322938322937,0.4708246708246708,0.5291753291753292,0.05280665280665281,0.08385308385308385,0.05266805266805267,0.050658350658350663,0.050519750519750516,0.10706860706860707,0.1218988218988219,0.12924462924462926,0.06722106722106723,0.07338877338877339,0.1121968121968122,0.07532917532917532,0.023146223146223145,0.29246381633671603,0.2550324405257029,0.8710697055398436,0.11112959574114124,0.5474962568624189,0.3235734486774247,0.023423423423423424,0.5194733194733194,0.3820512820512821,0.09847539847539848,0.7893277893277894,0.21067221067221067,0.3975744975744976,0.31836451836451835,0.2609147609147609
"McDonough County, Illinois",764.0,20.0,0.026178010471204192,12678,589.408,0.11,30498,28948,1550,11292,1387,819,1174,1216,1551,1627,1439,1424,417,238,43724,59429,23299,43176,32953,30875,835,27213,1431,55,689,0,0,652,30875,15009,15866,1337,1325,1655,3265,4892,3681,2867,3076,1769,1888,2817,1524,779,32.1,2.6178010471204187,2.474493927125506,41.062348178137654,52.3830691134155,Illinois,McDonough,2,3380,2767,9213,1841,6147,3066,707,19022,9550,2303,25755,5120,16155,7712,6229,0.9491769952128007,0.050823004787199165,0.12283032235210767,0.07252922422954304,0.10396741055614593,0.10768685795253276,0.1373538788522848,0.1440843074743181,0.12743535246191995,0.12610697839178178,0.0369287991498406,0.021076868579525333,0.02704453441295547,0.8813927125506072,0.046348178137651824,0.0017813765182186235,0.02231578947368421,0.0,0.0,0.02111740890688259,0.4861214574898786,0.5138785425101214,0.04330364372469635,0.04291497975708502,0.05360323886639677,0.10574898785425099,0.15844534412955466,0.11922267206477732,0.0928582995951417,0.09962753036437247,0.05729554655870445,0.0611497975708502,0.09123886639676114,0.04936032388663968,0.02523076923076923,0.2993269571377967,0.2450407368048176,0.8158873538788523,0.16303577754162238,0.5443676939426142,0.2715196599362381,0.022898785425101216,0.6160971659919028,0.30931174089068825,0.07459109311740891,0.83417004048583,0.16582995951417004,0.5232388663967611,0.24978137651821866,0.20174898785425105
